"team_number_yearly","team_name_calc","team_nickname","team_city","team_stateprov","team_postalcode","profile_year","fk_program_seasons","team_rookieyear","team_web_url","team_country","countryCode","team_type","program_code_display","program_name","lat","lon"
1736,"Caterpillar Inc/PTC&Peoria Area High Schools","Robot Casserole","Peoria","IL","61629",2018,247,2006,"http://www.robotcasserole.org/","USA","US","FRC","FRC","FIRST Robotics Competition",40.692997,-89.593053
1737,"Gregg Williams Foundation/KC Machine/Kansas City STEM Alliance/FIRST/Magna LMV Automotive Systems&Excelsior Springs High","Project X","Excelsior Springs","MO","64024",2018,247,2006,"https://1737robotics.wordpress.com/","USA","US","FRC","FRC","FIRST Robotics Competition",39.341594,-94.236203
1739,"Motorola Solutions Foundation/Best Buy/National Instruments/Inventables/Ford City Mall&Chicago Knights Robotics","Chicago Knights","Chicago","IL","60652",2018,247,2006,"http://www.ChicagoKnightsRobotics.org","USA","US","FRC","FRC","FIRST Robotics Competition",41.743986,-87.712805
1740,"Dominion Millstone Power Station&Ledyard High School","Ledyard Cyber Colonels","Ledyard","CT","06339",2018,247,2006,"http://lcc1740.net/","USA","US","FRC","FRC","FIRST Robotics Competition",41.444713,-71.995991
1741,"Crossroads Engineers/Rolls-Royce/Endress+Hauser/Center Grove Education Foundation/Red Alert Robotics Parent Organization&Center Grove High School","Red Alert","Greenwood","IN","46143",2018,247,2006,"http://www.redalert1741.org","USA","US","FRC","FRC","FIRST Robotics Competition",39.601573,-86.133793
1742,"Boeing /OU College of Engineering & Moore Norman Technology Center","Shockwave","Norman","OK","73069",2018,247,2006,"http://www.team1742.com","USA","US","FRC","FRC","FIRST Robotics Competition",35.252751,-97.460386
1743,"Caterpillar Inc/Comcast/The Heinz Endowments/Sprout Fund/National Instruments (LabVIEW)/Solidworks/Autodesk&City Chs","Short Circuits","Pittsburgh","PA","15222",2018,247,2006,"http://www.team1743.org","USA","US","FRC","FRC","FIRST Robotics Competition",40.448765,-79.991418
1744,"Seacrest Country Day School","Robo Rays","Naples","FL","34104",2018,247,2006,"www.seacrest.org","USA","US","FRC","FRC","FIRST Robotics Competition",26.160499,-81.735857
1745,"The Boeing Company/Dell/Texas Workforce Commission/Southwest Airlines/Texas Instruments/Richardson Independent School District/The University of Texas at Dallas/MSC Industrial Supply Co.&Pearce H S","The P-51 Mustangs","Richardson","TX","75080",2018,247,2006,"http://www.pearcerobotics.com","USA","US","FRC","FRC","FIRST Robotics Competition",32.963287,-96.745163
1746,"Automation Direct/Forsyth Alliance/XL Catlin/Metcam, Inc./Abbott Fund/J&D Lovelace Trust/Press Metal North America/Marco/The Muranyi Family/Pam Roe, Realtor/Southern Legacy Waffles LLC&Forsyth Central High School","OTTO","Cumming","GA","30040",2018,247,2006,"http://www.team1746.com","USA","US","FRC","FRC","FIRST Robotics Competition",34.249703,-84.175246
1747,"Purdue FIRST Programs/Caterpillar/Unity Surgical Center/Lafayette Electronic Supply&William Henry Harrison High Sch","Harrison Boiler Robotics","West Lafayette","IN","47906",2018,247,2006,"http://www.hbrlive.com","USA","US","FRC","FRC","FIRST Robotics Competition",40.495856,-86.96718
1750,"Dr Charlotte Fore/Dr Ray Booker/DOD STEM/The Argosy Foundation/2017 FRC® Hardship Grant/Billy and Tona Huggins/Circuit Assembly & Design&Payne County Christian Home Educators","ThunderStorm Robotics","Stillwater","OK","74074",2018,247,2006,"http://www.thunderstormrobotics.org","USA","US","FRC","FRC","FIRST Robotics Competition",36.10796,-97.076194
1751,"Comsewogue School District&Comsewogue High School","The Warriors","Port Jefferson Station","NY","11776",2018,247,2006,"http://sites.google.com/site/comsewoguerobotics1751","USA","US","FRC","FRC","FIRST Robotics Competition",40.90984,-73.046164
1756,"Caterpillar Inc & Limestone Community High School","Argos","Peoria","IL","61605",2018,247,2006,"http://teamargos.org","USA","US","FRC","FRC","FIRST Robotics Competition",40.680845,-89.627061
1757,"Westwood Public Schools/Google/Westwood High School PTO/Medtronic/US STEAM Academy of Westwood/Energid Technologies/Onshape&Westwood High","Wolverines","Westwood","MA","02090",2018,247,2006,,"USA","US","FRC","FRC","FIRST Robotics Competition",42.216043,-71.204408
1758,"Florence Public School District One/United Technologies Corporation: Otis Elevator/GE Healthcare Volunteers/Roche/ACS Technologies/Nan Ya Plastics&Florence Career Center","Technomancers","Florence","SC","29505",2018,247,2006,"http://www.frc1758.org","USA","US","FRC","FRC","FIRST Robotics Competition",34.128606,-79.747284
1759,"Xerox Corporation/El Segundo Ed! Foundation & EL SEGUNDO HIGH","Potatoes","El Segundo","CA","90245",2018,247,2006,"http://www.eshspotatoes.com/","USA","US","FRC","FRC","FIRST Robotics Competition",33.923798,-118.405527
1760,"Delphi / Andymark / The Pendergast Family / Dr Richard Lasbury DDS & TAYLOR HIGH SCHOOL","Robo-Titans","Kokomo","IN","46902",2018,247,2006,"https://www.sites.google.com/site/team1760/","USA","US","FRC","FRC","FIRST Robotics Competition",40.455097,-86.134088
1761,"GE Volunteers & Lynn Voc Tech Institute","STEAMpunk Tigers","Lynn","MA","01902",2018,247,2006,"www.Team1761.com","USA","US","FRC","FRC","FIRST Robotics Competition",42.472369,-70.941341
1763,"MRI Global/KC STEM Alliance/UMKC School of Computing and Engineering/KCPS/US Engineering&Paseo Acad. of Performing Arts","Paseliens","Kansas City","MO","64110",2018,247,2006,"http://Paseorobotics.Wordpress.com","USA","US","FRC","FRC","FIRST Robotics Competition",39.034852,-94.57235
1764,"Liberty Robotics Foundation/Ford Motor Company/Gary Crossley Ford/SMG Corporation/Ewing Marion Kauffman Foundation/Laird Plastics/KC STEM Alliance/Honeywell/Baaders-Linco/Cerner & Liberty High & Liberty North High School","Liberty Robotics","Liberty","MO","64068",2018,247,2006,"http://www.first1764.com","USA","US","FRC","FRC","FIRST Robotics Competition",39.27648,-94.42326
1765,"Ferguson Electric & Harkness Career & Technical Center","E1Bots","Buffalo","NY","14225",2018,247,2006,"http://www.team1765.com","USA","US","FRC","FRC","FIRST Robotics Competition",42.9273,-78.74748
1768,"SynQor/Bose & Nashoba Regional","RoboChiefs","Bolton","MA","01740",2018,247,2006,"http://www.nashobarobotics.org","USA","US","FRC","FRC","FIRST Robotics Competition",42.436503,-71.608599
1769,"Garmin International, Inc./KC STEM  Alliance/KCK School District/University of Kansas Gear Up&J C Harmon High","Digital Hawks","Kansas City","KS","66106",2018,247,2006,"https://www.facebook.com/jcharmonrobotics/","USA","US","FRC","FRC","FIRST Robotics Competition",39.06252,-94.71774
1771,"Meggitt Training Systems / Gwinnett County Public Schools / LaserCraft Technologies Inc. / Nordson Corporation / WIT & North Gwinnett High School","Electric Phoenixes","Suwanee","GA","30024",2018,247,2006,"www.nghsrobotics.weebly.com","USA","US","FRC","FRC","FIRST Robotics Competition",34.062747,-84.083283
1772,"General Motors Brazil/Novelis inc./General Motors/Prefeitura de Gravatai/FITESA/CARBE & AIDTEC","The Brazilian Trail Blazers","Gravatai","RS","94030210",2018,247,2006,"www.aidtec.org","Brazil","BR","FRC","FRC","FIRST Robotics Competition",0,0
1775,"Hallmark Cards/KC STEM Alliance/U.S. Engineering/Kissick Construction/Kansas City Public Schools/Kansas City Industrial Council/Family Tree Nursery/New Horizons/Kansas City Engineering Zone&Lincoln College Prep.","Tigerbytes","Kansas City","MO","64108",2018,247,2006,,"USA","US","FRC","FRC","FIRST Robotics Competition",39.08439,-94.584545
1777,"RTE Technologies, Inc. & Shawnee Mission West High","Viking Robotics","Overland Park","KS","66212",2018,247,2006,,"USA","US","FRC","FRC","FIRST Robotics Competition",38.955997,-94.682048
1778,"The Boeing Company/OSPI/SPEEA/Google/Philips Healthcare Corporation/Steel-Fab/Alderwood Rotary&Mountlake Terrace High School","Chill Out","Mountlake Terrace","WA","98043",2018,247,2006,"http://www.first1778.org/","USA","US","FRC","FRC","FIRST Robotics Competition",47.791785,-122.304134
1781,"Baxter, Inc./Shure Inc./PTC & Lindblom Math & Science Acad Hs","Electric Eagles","Chicago","IL","60636",2018,247,2006,,"USA","US","FRC","FRC","FIRST Robotics Competition",41.774317,-87.670123
1785,"Blue Springs School District/Waddell & Reed/Lunar Bowl/Blue Ridge Bank & Trust/Double C Industries, Inc/Blue Ridge Physical Therapy/The Chocolate Spa/Up A Tree/Independence Classics & Freshman Ctr. - G. Baker Bldg. & Blue Springs High & Blue Springs South High","Blue Springs Robocats","Blue Springs","MO","64015",2018,247,2006,"http://www.bluespringsrobotics.net","USA","US","FRC","FRC","FIRST Robotics Competition",39.0177,-94.31064
1786,"Dublin School","The Robotics Team","Dublin","NH","03444",2018,247,2006,,"USA","US","FRC","FRC","FIRST Robotics Competition",42.896912,-72.042493
1787,"Orange City Schools/Rockwell Automation/GED Integrated Solutions/Belcan Corporation/RAF Automation & Orange High School","Flying Circuits","Cleveland","OH","44124",2018,247,2006,"team1787.com","USA","US","FRC","FRC","FIRST Robotics Competition",41.511136,-81.463234
1791,"Nick's Pizzaria/FIRST Robotics - Anonymous Sponsor/Clayton Public Schools&Clayton High","T.O.P. Hatters","Clayton","NJ","08312",2018,247,2006,"http://robotics1791.bappy.com/index.html","USA","US","FRC","FRC","FIRST Robotics Competition",39.667629,-75.084944
1792,"PPG/Rockwell Automation/Empower Retirement/Master Lock/Nucor/Eaton/Imperial Tool & Plastic/First Supply/Air Logic/American Legion Post 434 & Oak Creek High","Round Table Robotics","Oak Creek","WI","53154",2018,247,2006,"www.1792rtr.com","USA","US","FRC","FRC","FIRST Robotics Competition",42.88606,-87.903062
